shipment number,tndr_carrier_cd,tndr_first_tender_fg,tndr_carrier_type_cd
71950430,GSQV,Y,P
71958122,UAFL,Y,P
71959661,TJIS,Y,P
71947247,TJIS,Y,P
71953779,GMDR,Y,P
71955223,JMAI,N,P
71948530,FLSZ,Y,P
71964464,UAFL,Y,P
71954692,ITLI,Y,P
71959080,ITLI,Y,P
71958038,UVJX,Y,P
71954108,UVJX,Y,P
71963207,QHLK,Y,P
71951254,UAFL,Y,P
71961931,RTQT,Y,P
71963539,UAFL,Y,P
71961475,LROI,Y,P
71960212,BPNK,Y,P
71947091,LROI,Y,P
71946531,HJIK,Y,P
71963177,HJIK,Y,P
71956756,NEPH,Y,P
71954859,YFVO,Y,P
71956641,BPNK,Y,P
71964954,URXX,Y,P
71955082,FLSZ,Y,P
71953911,ZRUH,N,P
71960314,NEPH,Y,P
71948835,FLSZ,Y,P
71954273,RLOS,Y,P
71957505,NUXY,Y,N
71962069,GMDR,Y,P
71945688,OBEX,Y,P
71949185,VXJD,Y,P
71956562,GMDR,Y,P
71956992,LROI,Y,P
71952924,BUXU,Y,N
71959359,BUXU,Y,N
71946570,UQIN,Y,P
71953605,HJIK,N,P
71951794,URXX,Y,P
71952934,HJIK,Y,N
71953477,FLSZ,Y,P
71955330,NUXY,Y,N
71951770,FLSZ,Y,P
71960014,FLSZ,Y,P
71961694,UAFL,Y,P
71952756,WREC,Y,N
71959943,WREC,Y,N
71965658,FLSZ,Y,P
71958306,LROI,Y,P
71959615,BHHL,Y,N
71952565,BPNK,Y,P
71952566,BPNK,Y,P
71956891,ODSX,Y,P
71955971,OBEX,Y,P
71965926,QXWP,Y,P
71955054,QNRK,Y,P
71964695,OBEX,Y,P
71948384,AENM,Y,P
71964356,UVJX,Y,P
71956697,ODSX,Y,P
71950113,KIPZ,Y,P
71962400,LROI,Y,P
71963821,QXWP,Y,P
71958114,UAFL,Y,P
71959275,FLSZ,Y,P
71950326,TJIS,Y,P
71946998,YQCC,Y,P
71957197,SGZW,Y,P
71954105,NBNP,Y,P
71948267,ZPEC,Y,N
71955039,KIPZ,Y,P
71960523,TJIS,Y,P
71957569,WREC,Y,N
71960235,ZRUH,Y,P
71957208,LROI,Y,P
71959564,QXWP,Y,P
71956249,KTSU,Y,N
71946795,LPUO,Y,P
71947112,SGZW,N,P
71958973,KIPZ,Y,P
71961974,ZXCD,N,N
71963780,UVKI,Y,P
71963350,VOMK,Y,N
71948494,URXX,N,P
71960185,ODSX,Y,P
71963820,QHLK,Y,P
71963185,GMDR,Y,P
71946685,EZXA,Y,P
71950145,CHRE,Y,P
71945863,CHRE,Y,P
71955869,ZJDO,Y,P
71960578,QHLK,Y,P
71964228,FWUK,Y,N
71961312,TJIS,Y,P
71963921,RLOS,Y,P
71946625,ZPEC,Y,N
71959162,UAFL,Y,P
71954251,CJPF,Y,P
71947254,VOMK,Y,N
71957722,TJIS,Y,P
71960238,TJIS,Y,P
71961297,YQCC,Y,P
71959453,SSAL,Y,P
71965525,KTSU,Y,P
71956515,TJIS,Y,P
71955379,MSGB,Y,P
71962308,NBNP,Y,P
71946800,WREC,N,B
71960588,NEPH,Y,P
71957120,SGZW,Y,P
71963170,KMYV,Y,N
71957193,SGZW,Y,P
71945327,HJIK,N,B
71947259,NEPH,Y,P
71960044,UVJX,Y,P
71964295,NEPH,Y,P
71950179,CHRE,Y,P
71948724,YQCC,Y,P
71956209,GMDR,Y,P
71945658,GMDR,N,B
71954318,UAFL,Y,P
71959194,TJIS,Y,P
71959820,LRQU,N,P
71946886,ZRUH,N,B
71961327,ZJDO,Y,P
71956491,KMYV,Y,P
71956358,WTJW,Y,P
71956489,KMYV,Y,P
71955302,SGZW,Y,P
71942827,UVJX,N,N
71958157,UAFL,Y,P
71951021,EPUG,Y,P
71953229,WTJW,Y,P
71953183,UVJX,Y,P
71957013,YQCC,Y,P
71954095,FLSZ,Y,P
71961069,YQCC,Y,N
71952420,TJIS,Y,P
71963449,HJIK,Y,P
71948923,URXX,Y,P
71948451,LROI,Y,P
71960559,LROI,Y,P
71957708,OBEX,Y,N
71957093,BPNK,Y,P
71957252,LROI,Y,P
71948243,EZXA,Y,P
71958825,FCFB,Y,P
71950925,FCFB,Y,P
71950968,FCFB,Y,P
71950846,FCFB,Y,P
71957213,LROI,Y,P
71947370,LPUO,Y,P
71954976,GMDR,Y,P
71946902,YQCC,Y,P
71956545,UAFL,Y,P
71959818,LROI,Y,P
71946389,NEPH,Y,P
71946632,TJIS,Y,P
71960024,YQCC,Y,P
71964497,UAFL,Y,P
71961208,TJIS,Y,P
71952493,GMDR,Y,P
71958230,NBNP,Y,P
71949918,SGZW,N,B
71951934,UVJX,Y,P
71965967,FLSZ,Y,P
71951144,FLSZ,Y,P
71945785,HJIK,Y,P
71946569,TJIS,Y,P
71959396,UVJX,Y,P
71951351,OBEX,Y,P
71952982,VOMK,Y,P
71959524,LPUO,Y,P
71947015,UVJX,Y,P
71947014,UVJX,Y,P
71944933,URXX,N,P
71958079,LROI,Y,P
71956659,ODSX,Y,P
71958105,UAFL,Y,P
71960410,ODSX,Y,P
71955321,NUXY,Y,N
71951804,NUXY,Y,N
71949000,GMDR,Y,P
71950276,EZXA,Y,P
71957488,LROI,Y,P
71959538,EZXA,Y,P
71945730,GMDR,Y,P
71950987,CHRE,Y,P
71950945,LROI,Y,P
71950143,CHRE,Y,P
71957004,VQVH,N,P
71950437,VXJD,Y,P
71962266,CHRE,Y,P
71948469,HJIK,Y,P
71960649,TJIS,Y,P
71961273,ULQZ,Y,N
71956901,DNNR,Y,P
71960180,CHRE,Y,P
71948692,TJIS,Y,P
71965483,TJIS,Y,P
71957574,LROI,Y,P
71959134,LROI,Y,P
71950440,NBNP,Y,P
71949773,UAFL,Y,P
71949434,UAFL,Y,P
71954748,ZPEC,Y,N
71964160,GMDR,Y,P
71960723,EZXA,Y,P
71954134,FWUK,N,B
71958262,RLOS,Y,P
71959964,QXWP,Y,P
71951085,KTSU,N,P
71955331,LROI,Y,N
71949419,GMDR,Y,P
71949970,MMQA,Y,P
71958341,GSQV,Y,P
71963699,HJIK,Y,P
71961530,SGZW,Y,P
71961535,LROI,Y,P
71947289,GSQV,Y,P
71963360,VHJQ,Y,P
71964319,BHHL,Y,N
71963243,GMDR,Y,N
71961787,LLZY,Y,P
71960602,HJIK,Y,P
71949897,GXAJ,Y,P
71952953,GMDR,Y,P
71961044,OBEX,Y,P
71948804,TJIS,Y,P
71957087,NUXY,N,N
71965002,SGZW,Y,P
71962744,TJIS,Y,P
71963845,UAFL,Y,P
71945083,NUXY,N,N
71953613,OPVP,Y,P
71946414,LROI,Y,P
71957524,FLSZ,Y,P
71959386,VHJQ,Y,P
71951388,TJIS,Y,P
71961243,LROI,Y,P
71965309,HJIK,N,P
71961274,LROI,Y,P
71952538,WTJW,Y,P
71952715,WTJW,Y,P
71959116,YFVO,Y,P
71962875,VOMK,Y,P
71961262,LROI,Y,P
71958084,LROI,Y,P
71947563,LROI,Y,P
71952795,BUXU,Y,N
71954443,SGZW,Y,P
71962076,SGZW,Y,P
71961366,EZXA,Y,P
71952545,EZXA,Y,P
71951588,LROI,Y,P
71960223,SGZW,Y,P
71963098,SGZW,Y,P
71949290,UAFL,Y,P
71958926,AENM,Y,P
71962999,AENM,Y,P
71952061,YXXG,Y,P
71964825,YXXG,Y,P
71959094,GMDR,N,P
71946177,NEPH,Y,P
71964536,HJIK,Y,P
71963422,SGZW,Y,P
71952034,LROI,Y,P
71959716,GMDR,N,P
71963076,NBNP,N,B
71955138,LROI,Y,P
71947045,RLOS,Y,P
71946728,NBNP,Y,P
71962116,TFTZ,N,P
71949078,HJIK,Y,P
71954278,HJIK,Y,P
71958530,DNNR,Y,N
71961369,TJIS,Y,P
71950827,TJIS,Y,P
71961696,UAFL,Y,P
71957990,TJIS,Y,P
71963836,GMDR,Y,P
71953879,LLZY,Y,P
71964027,TJIS,Y,P
71946190,GMDR,Y,P
71953889,TJIS,Y,P
71945786,FLSZ,Y,P
71960360,EZXA,Y,P
71958238,TJIS,Y,P
71952278,TJIS,Y,P
71963523,LROI,Y,P
71950960,LPUO,Y,P
71964578,FLSZ,Y,P
71963390,URXX,N,P
71959449,SGZW,Y,P
71963765,QXWP,Y,P
71960668,FCFB,Y,P
71959414,FCFB,Y,P
71959329,FCFB,Y,P
71959228,FCFB,Y,P
71951147,NEPH,Y,P
71947808,AENM,Y,P
71959476,YQCC,N,P
71946019,AENM,Y,P
71961470,WTJW,Y,P
71956627,TGIT,Y,P
71958570,UAFL,Y,P
71956740,TJIS,Y,P
71945127,QXWP,N,P
71961464,LROI,Y,P
71945438,OBEX,Y,P
71963311,KTSU,Y,P
71956767,VOMK,Y,P
71952308,LROI,Y,P
71960704,VXJD,Y,P
71961489,LROI,Y,P
71949986,ZRUH,Y,P
71958042,ZPEC,Y,P
71961979,UAFL,Y,P
71952555,EZXA,Y,P
71952510,AENM,Y,P
71959389,NUXY,Y,N
71957068,UVJX,Y,P
71964171,UVJX,Y,P
71949851,TGIT,N,B
71950719,UVJX,Y,P
71954416,NBNP,N,P
71964155,DNNR,Y,P
71949789,UAFL,Y,P
71963379,NBNP,Y,P
71959929,NEPH,Y,P
71964069,LROI,Y,P
71964117,QNRK,Y,P
71949297,FLSZ,Y,N
71948227,EZXA,Y,P
71945529,UAFL,Y,N
71954875,SSAL,Y,P
71952745,ODSX,Y,P
71950937,HJIK,Y,P
71946716,VOMK,Y,P
71950050,UAFL,Y,P
71964467,ZPEC,N,B
71958112,UAFL,Y,P
71946713,VOMK,Y,P
71950074,HJIK,Y,P
71955983,APZL,N,B
71949325,ODSX,Y,P
71958294,HJIK,Y,P
71954477,LROI,Y,P
71948186,FLSZ,N,P
71964057,LROI,Y,P
71956498,XKNP,Y,P
71956662,VOMK,Y,P
71964014,ODSX,Y,P
71956947,VXJD,Y,P
71957190,FLSZ,Y,P
71948266,SGZW,Y,P
71961749,TJIS,Y,P
71949959,UVJX,Y,P
71954742,GMDR,Y,P
71957653,NBNP,Y,P
71954741,GMDR,Y,P
71964065,EZXA,Y,P
71957371,HJIK,Y,P
71957085,RLOS,Y,P
71954099,FLSZ,Y,P
71958329,CHRE,Y,P
71948651,EZXA,Y,P
71945751,UAFL,Y,P
71951261,FLSZ,Y,P
71958256,QXWP,N,P
71954866,NEPH,Y,P
71946191,GMDR,Y,P
71953358,TJIS,Y,P
71954190,LROI,Y,P
71948386,AENM,Y,P
71953895,TJIS,Y,P
71960812,TJIS,Y,P
71952383,UAFL,Y,P
71960851,TJIS,Y,P
71946301,EZXA,N,B
71956653,ODSX,Y,P
71949772,UAFL,Y,P
71955919,ODSX,Y,P
71952370,OCZI,Y,P
71964706,RLOS,Y,P
71951152,KIPZ,Y,P
71950519,ODSX,Y,P
71957994,CJPF,Y,P
71945597,UVJX,Y,P
71955104,KIPZ,Y,P
71952388,ODSX,Y,P
71957374,GMDR,Y,P
71956540,SSAL,Y,P
71965060,LROI,Y,P
71960015,SGZW,Y,P
71947093,ODSX,Y,P
71954155,SSAL,Y,P
71964820,HJIK,Y,P
71951257,UAFL,Y,P
71945324,LLZY,Y,P
71949880,RTQT,Y,P
71958870,FGKF,Y,P
71951620,TJIS,Y,P
71949929,UVJX,Y,P
71954101,UVJX,Y,P
71953887,KTSU,N,B
71959473,NEPH,Y,P
71963910,LLZY,Y,P
71945732,NBNP,Y,P
71961971,UAFL,Y,P
71959612,BHHL,Y,N
71954837,HJIK,Y,P
71963900,GMDR,Y,P
71946445,GMDR,N,P
71958552,FLSZ,Y,P
71954530,YFVO,N,P
71961707,CHRE,Y,P
71949070,TJIS,Y,P
71961179,SSAL,Y,P
71948490,OUHI,Y,P
71946280,GMDR,Y,P
71955614,GMDR,Y,N
71962535,HJIK,Y,P
71947508,WTJW,Y,P
71963398,HEPF,Y,P
71950438,NBNP,Y,P
71962065,NBNP,N,P
71954200,BPNK,N,P
71949889,UAFL,Y,P
71952676,LROI,Y,P
71955697,LLZY,Y,P
71952312,EZXA,Y,P
71961552,LROI,Y,P
71952954,HJIK,Y,P
71954934,HJIK,Y,N
71960030,TJIS,Y,P
71948358,ITLI,Y,P
71961870,TJIS,Y,P
71948687,TJIS,Y,P
71954835,FLSZ,Y,P
71964428,RTQT,Y,N
71951079,ULQZ,Y,P
71961920,TJIS,Y,P
71948326,QHLK,N,B
71956123,HJIK,Y,P
71963518,YQCC,Y,P
71965281,UVJX,Y,P
71949982,UVJX,Y,P
71961968,UAFL,Y,P
71955603,EZXA,Y,P
71962723,LROI,Y,P
71951268,LLZY,Y,P
71955326,NUXY,Y,N
71960479,NBNP,Y,P
71954159,URXX,N,P
71952673,TJIS,Y,P
71964438,TJIS,Y,P
71951165,FLSZ,Y,P
71955786,QXWP,Y,P
71955101,LPUO,Y,P
71946607,URXX,Y,N
71955114,GSQV,Y,P
71952379,LROI,Y,P
71944672,CJPF,N,P
71952826,LROI,Y,P
71949116,GSQV,Y,P
71953572,WTJW,Y,P
71953344,FLSZ,N,P
71965512,TJIS,Y,P
71957663,EPUG,Y,P
71956413,KTSU,Y,P
71961210,BPNK,Y,P
71964651,NUXY,Y,N
71963171,KMYV,Y,N
71961435,NEPH,Y,P
71955499,LROI,N,P
71957199,SGZW,N,P
71955221,SGZW,Y,P
71953598,TJIS,Y,P
71942985,UVJX,N,N
71961569,ITLI,Y,P
71956996,NBNP,Y,P
71956967,SGZW,N,P
71959687,GMDR,Y,P
71946572,OBEX,Y,P
71946478,GXAJ,Y,P
71956531,KMYV,Y,P
71960665,HJIK,N,P
71953871,HJIK,Y,P
71954168,NBNP,Y,P
71951156,CHRE,Y,P
71954396,HJIK,Y,P
71951087,TGIT,Y,P
71963847,OBEX,Y,N
71949139,LLZY,N,P
71924397,FWUK,N,N
71947026,TJIS,Y,P
71959683,QXWP,N,P
71955593,LRQU,Y,P
71951330,LROI,Y,P
71960900,ZPEC,Y,N
71950560,NBNP,Y,P
71959681,NBNP,N,P
71964427,RTQT,Y,N
71963283,XIVB,Y,P
71959426,EZXA,Y,P
71960901,GMDR,Y,P
71959451,LLZY,Y,P
71958361,VOMK,Y,P
71947805,OBEX,Y,P
71953663,OBEX,Y,P
71957712,OBEX,Y,P
71950136,UAFL,Y,P
71954700,LROI,Y,P
71959942,WREC,Y,N
71950910,FCFB,Y,P
71958045,HJIK,N,B
71952145,PVKT,Y,P
71949706,LROI,Y,P
71952053,HJIK,Y,P
71965904,OPVP,Y,P
71960202,LROI,Y,P
71956205,YFVO,Y,N
71950940,UAFL,Y,P
71963477,ZJDO,Y,P
71954210,BPNK,Y,P
71958113,UAFL,Y,P
71953385,URXX,Y,P
71939982,QGHE,Y,N
71962050,GMDR,Y,P
71945810,GMDR,Y,P
71951148,NBNP,Y,P
71945427,UVJX,N,P
71961482,LROI,Y,P
71952405,LROI,Y,P
71954759,GMDR,Y,N
71960928,UAFL,Y,P
71963270,UVJX,Y,P
71962647,URXX,Y,P
71961310,EZXA,Y,P
71964306,LROI,Y,P
71953016,LROI,Y,P
71947666,AENM,Y,P
71949291,UAFL,Y,P
71960604,LROI,Y,P
71952764,BUXU,Y,N
71958927,VQVH,Y,P
71946726,UVJX,Y,P
71956117,GMDR,Y,P
71955632,URXX,N,P
71955280,UAFL,Y,P
71949550,UVJX,Y,P
71956286,RTQT,Y,P
71964026,LLZY,Y,P
71949029,BPNK,Y,P
71964810,HJIK,Y,P
71951826,QXWP,Y,P
71963583,HJIK,Y,P
71949844,OUWJ,N,B
71952734,UVJX,Y,P
71952399,HJIK,N,P
71945426,UVJX,N,P
71965471,FLSZ,Y,P
71947904,UVJX,Y,P
71965738,FLSZ,Y,P
71964340,BPNK,Y,N
71947029,TJIS,Y,P
71952864,LROI,Y,P
71944968,URXX,Y,P
71965144,RTQT,Y,P
71945112,UVJX,N,P
71947603,ZPEC,N,N
71960023,FLSZ,Y,P
71962991,TJIS,Y,P
71956636,TJIS,Y,P
71952187,FLSZ,Y,P
71959735,OPVP,Y,P
71959920,FLSZ,Y,P
71962627,VOMK,Y,P
71952747,ODSX,Y,P
71956783,DNNR,N,P
71958943,OBEX,N,P
71949892,RTQT,Y,P
71945762,UAFL,Y,P
71956309,OBEX,N,P
71961586,QHLK,N,B
71945706,GMDR,Y,P
71956554,ODSX,Y,P
71960646,TJIS,Y,P
71959763,TGIT,N,P
71962882,QXWP,Y,P
71960780,TJIS,Y,P
71958044,FLSZ,Y,P
71962560,ODSX,Y,P
71946236,LROI,Y,P
71964223,ODSX,Y,P
71956450,MMQA,Y,N
71954316,UAFL,Y,P
71963509,LPUO,Y,P
71951271,TJIS,Y,P
71947458,AENM,Y,N
71961474,LROI,Y,P
71965932,TJIS,Y,P
71951750,GMDR,Y,P
71944273,NUXY,N,N
71952789,WTJW,Y,P
71949934,GMDR,Y,P
71958039,UVJX,Y,P
71961261,LROI,Y,P
71961800,FLSZ,Y,P
71953034,RLOS,N,B
71946660,LPUO,Y,P
71956671,BPNK,Y,P
71945629,KTSU,Y,P
71957441,QNRK,N,N
71962310,UAFL,Y,P
71954192,BPNK,N,P
71959670,GMDR,Y,P
71955318,BHHL,Y,N
71956595,ODSX,Y,P
71960390,DNNR,N,P
71961944,YFVO,Y,P
71962046,HJIK,Y,P
71949173,NEPH,Y,P
71947180,KIPZ,Y,P
71954941,HJIK,Y,N
71954923,HJIK,Y,N
71963727,QXWP,Y,P
71953502,WCLE,N,N
71951799,NEPH,Y,P
71963894,HJIK,Y,P
71962405,RLOS,Y,P
71956716,LROI,Y,P
71955089,UAFL,Y,P
71958957,SGZW,Y,P
71958842,LPUO,Y,P
71947403,LPUO,Y,P
71950398,NBNP,Y,P
71956331,LROI,Y,P
71957431,CHRE,Y,P
71947671,AENM,Y,P
71946234,VXJD,Y,N
71947693,AENM,Y,P
71953888,TJIS,Y,P
71950432,NBNP,Y,P
71952859,VXJD,Y,P
71946619,ZPEC,Y,N
71952263,OBEX,Y,P
71951802,NUXY,Y,N
71946050,TJIS,Y,P
71960492,TJIS,Y,P
71960498,TJIS,Y,P
71965717,TJIS,Y,P
71952337,KIPZ,Y,P
71958354,KIPZ,Y,P
71960502,LROI,Y,P
71953669,TJIS,Y,P
71958333,CHRE,Y,P
71955224,OBEX,Y,P
71964239,GMDR,Y,P
71960996,VOMK,Y,P
71948414,VOMK,Y,P
71950982,HJIK,Y,P
71950836,FCFB,Y,P
71950965,FCFB,Y,P
71958688,FCFB,Y,P
71958720,FCFB,Y,P
71951219,HJIK,Y,P
71961732,FCFB,Y,P
71946682,LROI,Y,P
71956122,GMDR,Y,P
71957162,LROI,Y,P
71957253,LROI,Y,P
71945915,RPWL,Y,P
71956572,HJIK,Y,P
71948684,RPWL,Y,P
71958271,OPVP,N,P
71963278,EZXA,Y,P
71955803,LPUO,Y,P
71958450,GMDR,Y,P
71959070,RTQT,Y,P
71951437,RTQT,Y,P
71955002,AENM,Y,P
71958877,AENM,Y,P
71945685,UAFL,Y,P
71956597,LROI,Y,P
71956243,UVJX,Y,P
71961244,ZRUH,Y,P
71956517,LROI,Y,P
71957578,FWUK,Y,N
71953391,LPUO,Y,P
71949476,TJIS,N,P
71956252,GMDR,Y,P
71949032,LROI,Y,P
71948580,JMAI,Y,P
71954086,FLSZ,Y,P
71955333,LROI,Y,N
71961845,LLZY,Y,P
71950902,WREC,Y,P
71949899,UVJX,Y,P
71959617,NEPH,Y,P
71952557,BPNK,Y,P
71952186,FLSZ,Y,P
71954950,ZPEC,Y,N
71955161,GSQV,Y,P
71959233,FLSZ,Y,P
71953949,TJIS,Y,P
71954567,MMQA,Y,P
71958938,ULQZ,Y,P
71962902,ULQZ,Y,P
71954681,GMDR,N,B
71961750,TJIS,Y,P
71951667,QXWP,Y,P
71958891,GXAJ,Y,P
71963458,EZXA,Y,P
71959717,GMDR,N,P
71963977,HJIK,Y,P
71964207,EZXA,Y,P
71949554,TJIS,Y,P
71948328,ZPEC,N,P
71954640,UAFL,Y,P
71946533,NBNP,Y,P
71962479,DNNR,Y,N
71961940,URXX,Y,P
71958869,VOMK,Y,P
71953595,TFTZ,N,P
71952333,LPUO,Y,P
71962063,TGIT,Y,P
71955205,URXX,N,P
71959082,NEPH,Y,P
71949791,UAFL,Y,P
71956321,UAFL,Y,P
71945764,UAFL,Y,P
71958117,UAFL,Y,P
71956460,NZKX,Y,P
71964963,YXXG,Y,P
71950002,GXAJ,Y,P
71961018,LLZY,Y,P
71949829,ZRUH,Y,P
71954166,URXX,Y,P
71961766,NBNP,Y,P
71956016,LROI,Y,P
71960353,QXWP,Y,P
71949830,QXWP,Y,P
71949233,URXX,Y,N
71949436,UAFL,Y,P
71948571,HJIK,Y,P
71955941,BHHL,Y,N
71955340,TJIS,Y,P
71958160,UAFL,Y,P
71964199,HJIK,N,P
71948314,EZXA,Y,P
71948284,FGKF,Y,P
71964364,OUHI,Y,P
71962967,ODSX,Y,P
71949334,VOMK,Y,P
71964554,VOMK,Y,P
71950807,BUXU,Y,N
71960221,SSAL,N,B
71945840,GMDR,N,B
71952784,WREC,Y,N
71951293,EZXA,Y,P
71946727,VXJD,Y,P
71949134,LROI,Y,P
71962610,VXJD,Y,P
71955682,RNZD,N,B
71960797,UAFL,Y,P
71954025,UAFL,Y,P
71949782,UAFL,Y,P
71953430,NEPH,N,B
71950495,HJIK,Y,P
71960904,ZPEC,Y,N
71955894,LROI,Y,P
71964354,LLZY,Y,P
71958003,NBNP,Y,P
71958325,LROI,Y,P
71952536,HJIK,Y,P
71955964,KMYV,Y,N
71948631,UAFL,Y,P
71954110,BHHL,Y,P
71958797,HJIK,Y,P
71947568,FLSZ,Y,P
71961710,JMAI,Y,P
71961946,EOLP,Y,P
71947076,ODSX,Y,P
71960071,LROI,Y,N
71953922,TJIS,Y,P
71965241,RTQT,Y,P
71945625,KTSU,N,B
71963090,UAFL,Y,P
71956207,TCKD,Y,P
71947133,LROI,Y,P
71956913,FLSZ,Y,P
71949878,RTQT,Y,P
71945617,TJIS,Y,P
71953924,QXWP,Y,P
71956831,SSAL,Y,P
71958743,FCFB,Y,P
71950924,FCFB,Y,P
71952338,VOMK,Y,P
71955235,TJIS,Y,P
71960321,EZXA,Y,P
71965390,HJIK,Y,P
71958321,YXXG,Y,P
71962088,YXXG,Y,P
71960219,HJIK,Y,P
71958097,RTQT,Y,P
71963304,LROI,Y,P
71962061,HJIK,Y,P
71950988,LPUO,Y,P
71963045,ODSX,Y,P
71945704,HJIK,Y,P
71963337,LRQU,N,P
71945765,UAFL,Y,P
71963247,LROI,Y,P
71959346,LROI,Y,P
71961975,UAFL,Y,P
71953668,TJIS,Y,P
71950061,UAFL,Y,P
71956176,ODSX,Y,P
71959903,ZPEC,Y,N
71952118,NEPH,N,P
71947331,LPUO,Y,P
71959504,TJIS,Y,P
71953518,RTQT,Y,P
71951095,URXX,Y,P
71965935,TJIS,Y,P
71955828,OBEX,Y,P
71949451,URXX,Y,P
71946978,LROI,Y,P
71945528,RTQT,Y,P
71947587,NUXY,Y,N
71957126,HJIK,Y,N
71946349,RLOS,Y,P
71946027,VXJD,N,N
71961977,UAFL,Y,P
71947201,YQCC,Y,P
71960083,BPNK,Y,P
71950396,NBNP,Y,P
71960452,GMDR,Y,N
71958836,RTQT,Y,P
71961709,CHRE,Y,P
71946090,CHRE,Y,P
71953955,TJIS,Y,P
71953959,TJIS,Y,P
71950447,VXJD,Y,P
71953952,QXWP,Y,P
71950840,LPUO,Y,P
71949525,GMDR,Y,P
71962710,ZRUH,Y,P
71953254,TJIS,Y,P
71955218,UAFL,Y,P
71953864,FUYI,Y,P
71950107,VOMK,Y,P
71963766,FLSZ,Y,P
71951640,FLSZ,Y,P
71946504,FLSZ,Y,P
71954078,YQCC,Y,P
71965909,TJIS,Y,P
71960183,RTQT,Y,P
71956561,KMYV,Y,P
71956317,TJIS,Y,P
71947963,URXX,Y,P
71962914,TJIS,Y,P
71956566,KMYV,Y,P
71951655,VOMK,Y,P
71950518,ZRUH,N,B
71965923,TJIS,Y,P
71957016,YQCC,Y,P
71962876,CJPF,Y,P
71954916,LPUO,Y,P
71961987,UAFL,Y,P
71948727,WREC,Y,P
71954951,ZPEC,Y,N
71952827,LROI,Y,P
71964337,BPNK,Y,N
71952780,WTJW,Y,P
71949958,UVJX,Y,P
71949615,LROI,Y,P
71961289,LROI,Y,P
71954202,LROI,Y,P
71951785,EZXA,Y,P
71950291,GSQV,Y,P
71946091,GSQV,Y,P
71962233,LPUO,Y,P
71961789,NEPH,Y,P
71962846,QXWP,Y,P
71945631,TJIS,Y,P
71965563,TJIS,Y,P
71953009,QXWP,Y,P
71954055,GMDR,Y,P
71954005,UAFL,Y,P
71949975,GMDR,Y,P
71947295,UAFL,Y,P
71960149,OBEX,Y,P
71949795,UAFL,Y,P
71961583,LROI,Y,P
71947778,GMDR,Y,P
71957847,UAFL,Y,P
71957444,HJIK,N,P
71954373,HJIK,Y,P
71954938,HJIK,Y,N
71952193,LLZY,Y,P
71947772,FLSZ,Y,P
71952342,VOMK,Y,P
71963623,BJTI,N,P
71961002,FLSZ,Y,N
71961205,EZXA,Y,P
71952963,LROI,Y,P
71946678,YFVO,Y,P
71958141,MMQA,Y,P
71945107,FLSZ,N,P
71951729,QXWP,Y,P
71960010,FLSZ,N,P
71958150,TJIS,Y,P
71961777,NBNP,Y,P
71962298,LROI,Y,P
71963976,QXWP,Y,P
71965685,QXWP,Y,P
71956238,YFVO,N,B
71945594,NEPH,N,P
71962498,UAFL,Y,P
71946992,QHLK,N,B
71946511,UAFL,Y,P
71956786,LROI,Y,P
71955310,RLOS,Y,P
71964035,ZPEC,Y,P
71953606,GMDR,Y,P
71948737,WREC,N,P
71948015,RLOS,Y,P
71965659,RLOS,Y,P
71964320,UAFL,Y,P
71955105,KIPZ,Y,P
71957522,GMDR,Y,P
71960992,YFVO,N,P
71946997,UAFL,Y,P
71964399,BJTI,Y,P
71949222,UAFL,Y,P
71962239,HJIK,Y,P
71950073,DNNR,Y,P
71950666,UAFL,Y,P
71954788,HJIK,N,P
71952843,ITLI,Y,P
71960209,LLZY,N,B
71962739,VOMK,Y,P
71950173,LROI,Y,P
71959129,GMDR,Y,P
71963027,GMDR,Y,P
71963114,ITLI,Y,P
71946482,NBNP,Y,P
71963989,BPNK,Y,P
71941851,NBNP,Y,P
71956727,UVJX,N,P
71952188,UVJX,N,P
71946793,SGZW,N,P
71965271,UVJX,Y,P
71964157,HJIK,Y,P
71963661,LPUO,Y,P
71964056,EZXA,Y,P
71958922,AENM,Y,P
71958048,UVJX,Y,P
71957792,UVJX,Y,P
71964094,YQCC,Y,P
71954884,EZXA,Y,P
71954137,UVJX,Y,P
71955522,GMDR,Y,P
71962071,HJIK,Y,P
71964821,YQCC,Y,P
71947938,YQCC,Y,P
71952793,BUXU,Y,N
71959161,HJIK,N,P
71952965,LROI,Y,P
71949604,ZPEC,Y,P
71961643,GXAJ,Y,P
71948344,LROI,Y,P
71951515,GXAJ,Y,P
71959374,HJIK,N,P
71957000,GMDR,N,P
71956593,LROI,Y,P
71959455,NBNP,Y,P
71959573,TJIS,Y,P
71956642,LROI,Y,P
71951373,TJIS,Y,P
71960686,TJIS,Y,P
71959708,TJIS,Y,P
71946633,TJIS,Y,P
71946630,TJIS,Y,P
71960683,TJIS,Y,P
71955413,LROI,Y,P
71960787,FGKF,Y,P
71955449,LROI,Y,P
71948480,VOMK,Y,P
71959746,LROI,Y,P
71947495,AENM,Y,P
71948175,AENM,Y,P
71949111,NEPH,Y,P
71965045,LROI,Y,P
71954209,BPNK,Y,P
71961418,LROI,Y,P
71948637,GXAJ,Y,P
71945166,LROI,Y,P
71952969,LROI,Y,P
71952307,WTJW,Y,P
71963849,WTJW,Y,P
71952298,TJIS,Y,P
