shipment number,acpt_carrier_cd,acpt_first_response_fg
71960542,UAFL,Y
71965445,FLSZ,Y
71963074,ITLI,Y
71956539,UAFL,Y
71949362,RLOS,Y
71953928,TJIS,Y
71948572,TJIS,Y
71955830,TJIS,Y
71960405,QXWP,Y
71957028,LPUO,Y
71945149,HJIK,Y
71959999,LROI,Y
71951670,UAFL,Y
71957418,XKNP,Y
71959678,JMAI,Y
71958254,NBNP,Y
71948306,BUXU,Y
71949579,QXWP,Y
71958919,AENM,Y
71958930,AENM,Y
71961866,QXWP,Y
71945620,TJIS,Y
71960477,KTSU,Y
71961294,FLSZ,Y
71947559,VHJQ,Y
71960322,ODSX,Y
71955802,YQCC,Y
71951749,LPUO,Y
71953337,MMQA,Y
71950117,UAFL,Y
71950812,ODSX,Y
71948429,HJIK,Y
71952722,GMDR,Y
71950695,ODSX,Y
71946001,HJIK,Y
71949913,HJIK,Y
71953873,TJIS,Y
71950614,HJIK,Y
71949761,TJIS,Y
71947749,AENM,Y
71956525,GMDR,Y
71947488,AENM,Y
71959348,VOMK,Y
71962128,GMDR,Y
71960738,LROI,Y
71959954,LROI,Y
71949869,OBEX,Y
71945799,HJIK,Y
71954275,LLZY,Y
71949019,TJIS,Y
71963288,LRQU,Y
71963377,HJIK,Y
71965572,LROI,Y
71953684,GMDR,Y
71957956,GMDR,Y
71946662,OBEX,Y
71964951,FIKA,Y
71952251,SGZW,Y
71951426,TJIS,Y
71949931,UVJX,Y
71946610,URXX,Y
71947702,OBEX,Y
71945921,BUXU,Y
71959379,FLSZ,Y
71958145,RLOS,Y
71955013,TJIS,Y
71949462,ITLI,Y
71955437,HJIK,Y
71945618,TJIS,Y
71947056,TJIS,Y
71961689,UAFL,Y
71956924,LROI,Y
71946748,URXX,Y
71955760,LLZY,Y
71947013,OPVP,Y
71951217,LPUO,Y
71948665,FWUK,Y
71954315,UAFL,Y
71948290,EZXA,Y
71965345,TJIS,Y
71958366,VOMK,Y
71952076,ODSX,Y
71960415,LROI,Y
71963809,LROI,Y
71958768,FCFB,Y
71964255,STVJ,Y
71949028,STVJ,Y
71965059,HJIK,Y
71959510,TJIS,Y
71952757,WREC,Y
71963755,TJIS,Y
71952901,GMDR,Y
71956781,URXX,Y
71951120,VOMK,Y
71952935,HJIK,Y
71960461,FLSZ,Y
71956115,EZXA,Y
71952726,RLOS,Y
71960464,LROI,Y
71959039,ODSX,Y
71953015,DNNR,Y
71955197,TJIS,Y
71964853,TJIS,Y
71955020,VOMK,Y
71949850,TJIS,Y
71965237,TJIS,Y
71959341,ODSX,Y
71948802,TJIS,Y
71965147,RTQT,Y
71954310,UAFL,Y
71958307,YXXG,Y
71956360,KIPZ,Y
71952273,TJIS,Y
71962545,TCKD,Y
71965048,BPNK,Y
71946033,DNNR,Y
71952736,WTJW,Y
71952561,BPNK,Y
71950307,FGKF,Y
71957944,FLSZ,Y
71962151,TCKD,Y
71947768,FLSZ,Y
71965280,NEPH,Y
71951387,TJIS,Y
71949616,LROI,Y
71946147,URXX,Y
71965283,FLSZ,Y
71960675,RLOS,Y
71949182,FLSZ,Y
71963131,LROI,Y
71963366,NEPH,Y
71963363,NEPH,Y
71946636,OBEX,Y
71959663,TJIS,Y
71952040,HJIK,Y
71951947,NEPH,Y
71947018,HJIK,Y
71958383,TFTZ,Y
71958085,LROI,Y
71952960,LROI,Y
71949050,RLOS,Y
71945480,UVJX,Y
71955272,OPVP,Y
71961234,YQCC,Y
71955981,ODSX,Y
71949052,RLOS,Y
71959418,LROI,Y
71956931,FLSZ,Y
71948322,UVJX,Y
71945633,TFTZ,Y
71960599,YFVO,Y
71952366,PVKT,Y
71948321,UVJX,Y
71946228,YFVO,Y
71953933,UVJX,Y
71955004,AENM,Y
71952880,LROI,Y
71964884,LROI,Y
71945928,LROI,Y
71956682,FLSZ,Y
71956423,LROI,Y
71953609,HJIK,Y
71961163,LROI,Y
71952248,OBEX,Y
71946667,EZXA,Y
71945796,HJIK,Y
71954902,LROI,Y
71948477,NEPH,Y
71952163,VQVH,Y
71956787,YXXG,Y
71945325,NBNP,Y
71957081,LROI,Y
71965284,UVJX,Y
71960717,GMDR,Y
71964531,HJIK,Y
71964116,TJIS,Y
71947266,RLOS,Y
71949973,UVJX,Y
71948315,FCFB,Y
71964025,NBNP,Y
71958358,VOMK,Y
71958355,JMAI,Y
71946473,JMAI,Y
71956889,RNZD,Y
71948200,HJIK,Y
71961047,TJIS,Y
71946903,ZPEC,Y
71961918,QXWP,Y
71958228,TJIS,Y
71958727,FCFB,Y
71958671,FCFB,Y
71958674,FCFB,Y
71958334,CHRE,Y
71952763,BUXU,Y
71957743,FLSZ,Y
71957033,FLSZ,Y
71958163,UAFL,Y
71960815,NBNP,Y
71962232,GSQV,Y
71954841,ODSX,Y
71947062,EZXA,Y
71946434,FLSZ,Y
71955011,TJIS,Y
71953004,URXX,Y
71952432,CHRE,Y
71963771,HJIK,Y
71959458,ULQZ,Y
71956385,AENM,Y
71953090,LPUO,Y
71950325,ZPEC,Y
71960411,ODSX,Y
71955294,LROI,Y
71962287,NBNP,Y
71962324,LROI,Y
71947292,QXWP,Y
71963475,TJIS,Y
71956167,ZPEC,Y
71941766,TJIS,Y
71947086,LROI,Y
71962590,VXJD,Y
71952275,TJIS,Y
71960186,RPWL,Y
71952488,MMQA,Y
71941790,RLOS,Y
71961617,QXWP,Y
71960109,VOMK,Y
71946745,GMDR,Y
71956807,HJIK,Y
71948201,HJIK,Y
71961877,QXWP,Y
71956946,FLSZ,Y
71964672,SGZW,Y
71963493,FCFB,Y
71955133,ODSX,Y
71960139,LPUO,Y
71949271,YFVO,Y
71952906,HJIK,Y
71952185,GMDR,Y
71954991,LROI,Y
71952758,WREC,Y
71953252,FLSZ,Y
71955820,EZXA,Y
71965323,NBNP,Y
71945716,TJIS,Y
71964822,HJIK,Y
71964075,GMDR,Y
71964336,BPNK,Y
71955118,HJIK,Y
71957177,LROI,Y
71952264,QXWP,Y
71949872,TJIS,Y
71959747,UVJX,Y
71965675,TJIS,Y
71949071,TJIS,Y
71956421,TJIS,Y
71958473,VXJD,Y
71956628,FUYI,Y
71951400,CHRE,Y
71958030,UVJX,Y
71949075,QSJV,Y
71960786,TJIS,Y
71960866,TJIS,Y
71949093,STVJ,Y
71949085,STVJ,Y
71953575,BHHL,Y
71964499,STVJ,Y
71950135,UAFL,Y
71954696,ITLI,Y
71952315,BUXU,Y
71949460,EZXA,Y
71957433,CHRE,Y
71957001,ITLI,Y
71958925,VOMK,Y
71955163,SGZW,Y
71957758,OBEX,Y
71960033,QHLK,Y
71947115,QXWP,Y
71949082,QXWP,Y
71956222,VOMK,Y
71947774,YQCC,Y
71957763,EPUG,Y
71950431,ZRUH,Y
71961518,BUXU,Y
71962426,LPUO,Y
71960788,TJIS,Y
71952380,RPWL,Y
71947084,CJPF,Y
71953036,ZPEC,Y
71945749,UAFL,Y
71951708,TJIS,Y
71957974,TGIT,Y
71958516,DQIC,Y
71958942,TJIS,Y
71944922,BHHL,Y
71948823,QXWP,Y
71952484,TFTZ,Y
71949432,HJIK,Y
71961850,NEPH,Y
71955667,BUXU,Y
71952195,FLSZ,Y
71948741,FUYI,Y
71961053,LPUO,Y
71944661,HJIK,Y
71961335,WTJW,Y
71954949,ZPEC,Y
71957939,NBNP,Y
71952458,TJIS,Y
71964177,AENM,Y
71957742,FWUK,Y
71955698,TJIS,Y
71960246,NEPH,Y
71954147,NEPH,Y
71951664,NZKX,Y
71951665,NZKX,Y
71953828,RTQT,Y
71953356,TJIS,Y
71964925,SGZW,Y
71960807,TJIS,Y
71960648,TJIS,Y
71955881,OBEX,Y
71949022,AENM,Y
71950079,HJIK,Y
71965802,HJIK,Y
71948341,LLZY,Y
71958767,TJIS,Y
71962770,VQVH,Y
71951277,BHHL,Y
71946105,TJIS,Y
71960097,LPUO,Y
71952235,FLSZ,Y
71954783,LROI,Y
71964548,FLSZ,Y
71950119,UAFL,Y
71948309,HJIK,Y
71960639,NEPH,Y
71949798,UAFL,Y
71953846,UAFL,Y
71959718,OUHI,Y
71958014,LLZY,Y
71951339,HJIK,Y
71958914,VOMK,Y
71958290,BUXU,Y
71952392,LROI,Y
71947930,TFTZ,Y
71945635,BEMH,Y
71960218,EZXA,Y
71950934,BHHL,Y
71947905,UVJX,Y
71959902,LROI,Y
71945085,UVJX,Y
71960548,TJIS,Y
71953929,TJIS,Y
71947767,FLSZ,Y
71958858,EZXA,Y
71952909,DNNR,Y
71959704,TJIS,Y
71955195,TJIS,Y
71962953,MMQA,Y
71957943,BHHL,Y
71961846,NEPH,Y
71950171,LROI,Y
71983176,AENM,Y
71978220,FLSZ,Y
71985292,GXAJ,Y
71975768,URXX,Y
71967138,QXWP,Y
71976968,LROI,Y
71982305,UAFL,Y
71983281,AENM,Y
71976752,FCFB,Y
71985840,OPVP,Y
71981096,TJIS,Y
71982148,URXX,Y
71967988,TJIS,Y
71972630,FLSZ,Y
71976902,VXJD,Y
71972695,TJIS,Y
71977814,YFVO,Y
71972788,FIKA,Y
71976381,HJIK,Y
71968495,VOMK,Y
71966473,VXRJ,Y
71982260,FIKA,Y
71968686,ULQZ,Y
71981934,LLZY,Y
71967052,LROI,Y
71979575,UVJX,Y
71983403,LROI,Y
71972397,FLSZ,Y
71972525,FLSZ,Y
71969311,UAFL,Y
71971335,FIKA,Y
71971759,UVJX,Y
71982097,UAFL,Y
71982495,TJIS,Y
71967651,TGIT,Y
71968212,LROI,Y
71967615,URXX,Y
71973045,LROI,Y
71981349,LROI,Y
71976290,CHRE,Y
71976967,FLSZ,Y
71967128,NUXY,Y
71968045,UVJX,Y
71979547,VXJD,Y
71983570,CHRE,Y
71971523,EZXA,Y
71972313,BPNK,Y
71984477,BPNK,Y
71973691,FLSZ,Y
71976605,GMDR,Y
71972619,LPUO,Y
71984947,LROI,Y
71980959,UVJX,Y
71967961,GMDR,Y
71976195,TJIS,Y
71980714,RLOS,Y
71981249,TJIS,Y
71977450,LROI,Y
71975749,HEPF,Y
71981135,TJIS,Y
71971053,GMDR,Y
71984283,BUXU,Y
71982078,RTQT,Y
71975332,HJIK,Y
71970702,JMAI,Y
71979782,QHLK,Y
71973193,LROI,Y
71978115,LRQU,Y
71967898,LROI,Y
71977085,UAFL,Y
71972285,VOMK,Y
71973197,LROI,Y
71979629,QXWP,Y
71978568,LROI,Y
71979391,LROI,Y
71973074,LROI,Y
71977453,EZXA,Y
71977140,LROI,Y
71985938,TJIS,Y
71970336,UAFL,Y
71982051,UAFL,Y
71984935,NBNP,Y
71967530,FLSZ,Y
71969561,LROI,Y
71974518,FCFB,Y
71967534,UAFL,Y
71974615,FCFB,Y
71971652,MMQA,Y
71976299,GMDR,Y
71983097,PVKT,Y
71979713,URXX,Y
71976149,WTJW,Y
71975447,LYQQ,Y
71974671,HJIK,Y
71972631,NEPH,Y
71981186,TJIS,Y
71983458,RBTU,Y
71976729,DNNR,Y
71969473,TJIS,Y
71966731,FLSZ,Y
71985013,FCFB,Y
71974075,BUXU,Y
71978150,UAFL,Y
71971046,FLSZ,Y
71978561,HJIK,Y
71970779,LROI,Y
71975486,OBEX,Y
71977472,BPNK,Y
71977750,UVJX,Y
71976685,DNNR,Y
71955681,NUXY,Y
71966695,HJIK,Y
71966540,HJIK,Y
71979613,ODSX,Y
71975440,ZPEC,Y
71984527,GMDR,Y
71976542,GMDR,Y
71986029,TJIS,Y
71976561,LROI,Y
71985628,GMDR,Y
71977757,SGZW,Y
71978049,UAFL,Y
71979726,ODSX,Y
71979697,ODSX,Y
71973961,TJIS,Y
71978368,TGIT,Y
71974174,LROI,Y
71965822,FLSZ,Y
71971139,GXAJ,Y
71966140,CHRE,Y
71979646,LROI,Y
71973924,CHRE,Y
71982314,UAFL,Y
71974077,HJIK,Y
71984031,LROI,Y
71978461,UAFL,Y
71974187,YXXG,Y
71981236,UAFL,Y
71982313,UAFL,Y
71974090,VXJD,Y
71969377,VXJD,Y
71983390,ODSX,Y
71980114,UAFL,Y
71981783,UAFL,Y
71970011,GMDR,Y
71977800,UQIN,Y
71970935,GMDR,Y
71981324,LROI,Y
71980642,GMDR,Y
71973946,UAFL,Y
71966284,NBNP,Y
71983000,VOMK,Y
71974308,CHRE,Y
71974871,KIPZ,Y
71972344,UAFL,Y
71967488,VOMK,Y
71970623,ODSX,Y
71981734,TJIS,Y
71969897,TJIS,Y
71967938,TFTZ,Y
71982032,CHRE,Y
71983697,UAFL,Y
71980240,ODSX,Y
71983704,CHRE,Y
71971995,BHHL,Y
71970146,KIPZ,Y
71978548,ODSX,Y
71981891,YQCC,Y
71976604,FWUK,Y
71982590,TJIS,Y
71982665,CJPF,Y
71967142,OBEX,Y
71965973,UAFL,Y
71979170,VXJD,Y
71973073,UAFL,Y
71983755,FLSZ,Y
71980202,TJIS,Y
71980289,TJIS,Y
71968780,XKNP,Y
71968034,VOMK,Y
71984682,AENM,Y
71978504,NZKX,Y
71971990,TJIS,Y
71967158,ZPEC,Y
71981976,KTSU,Y
71974008,VOMK,Y
71976590,WREC,Y
71976847,SGZW,Y
71982232,LROI,Y
71976176,VOMK,Y
71972706,LROI,Y
71966454,LROI,Y
71980980,LLZY,Y
71966065,TJIS,Y
71977043,BUXU,Y
71976652,BUXU,Y
71979772,UAFL,Y
71983395,ODSX,Y
71975023,UVJX,Y
71966264,GMDR,Y
71977810,GMDR,Y
71978718,GMDR,Y
71974149,GMDR,Y
71978284,FLSZ,Y
71974064,SSAL,Y
71973315,OFCN,Y
71970463,LROI,Y
71974134,SSAL,Y
71966167,HJIK,Y
71983826,FWUK,Y
71977163,UAFL,Y
71976656,GMDR,Y
71981978,QXWP,Y
71976405,VHJQ,Y
71970157,UVJX,Y
71968756,OBEX,Y
71982034,CHRE,Y
71967744,URXX,Y
71972478,ZPEC,Y
71982229,EZXA,Y
71975858,VOMK,Y
71967485,LROI,Y
71967855,LROI,Y
71981744,UAFL,Y
71977851,UAFL,Y
71980402,NBNP,Y
71967666,LPUO,Y
71975799,TJIS,Y
71976795,FLSZ,Y
71983191,BHHL,Y
71976247,RTQT,Y
71979859,VOMK,Y
71972584,NUXY,Y
71976437,LROI,Y
71980794,KMYV,Y
71965922,FUYI,Y
71970337,UAFL,Y
71972183,FUYI,Y
71974179,LROI,Y
71982179,SGZW,Y
71983249,ODSX,Y
71977412,LROI,Y
71973219,LROI,Y
71969934,RTQT,Y
71984278,LROI,Y
71975977,LROI,Y
71968085,RTQT,Y
71970092,RTQT,Y
71965920,RLOS,Y
71967705,NBNP,Y
71976649,PVKT,Y
71979392,VOMK,Y
71983774,LROI,Y
71966455,EZXA,Y
71983809,LROI,Y
71981007,OBEX,Y
71972688,PVKT,Y
71979484,GMDR,Y
71980135,HJIK,Y
71976354,HJIK,Y
71966802,LPUO,Y
71977340,FLSZ,Y
71980260,HJIK,Y
71984609,BPNK,Y
71985057,VOMK,Y
71982350,TJIS,Y
71970206,FLSZ,Y
71982026,VOMK,Y
71980780,QNRK,Y
71977868,UAFL,Y
71982052,UAFL,Y
71966057,RTQT,Y
71973270,OBEX,Y
71980875,FLSZ,Y
71976738,NBNP,Y
71966230,UAFL,Y
71975317,AENM,Y
71977235,QSJV,Y
71984203,GMDR,Y
71972764,TJIS,Y
71972772,TJIS,Y
71978730,FLSZ,Y
71967681,HJIK,Y
71981202,TJIS,Y
71972805,TJIS,Y
71981371,LROI,Y
71975658,VXJD,Y
71982819,UAFL,Y
71970445,HJIK,Y
71979359,NUXY,Y
71975559,NEPH,Y
71982275,UAFL,Y
71966429,LROI,Y
71983573,GSQV,Y
71977176,TJIS,Y
71983750,NBNP,Y
71969591,FGKF,Y
71967931,FLSZ,Y
71969544,FGKF,Y
71971788,ZPEC,Y
71985701,TJIS,Y
71984976,FCFB,Y
71967466,VHJQ,Y
71983879,TJIS,Y
71980745,YQCC,Y
71977261,ZPEC,Y
71973242,UVJX,Y
71982311,UAFL,Y
71985703,TJIS,Y
71983574,GMDR,Y
71972282,XIVB,Y
71969541,LROI,Y
71975257,EZXA,Y
71978671,RLOS,Y
71973964,URXX,Y
71977844,HJIK,Y
71967424,NBNP,Y
71982165,HJIK,Y
71968013,MMQA,Y
71982249,QNRK,Y
71972351,WMGI,Y
71976658,BHHL,Y
71980482,DNNR,Y
71971908,TJIS,Y
71970695,FCFB,Y
71974608,FCFB,Y
71975470,FCFB,Y
71975324,FCFB,Y
71975455,FCFB,Y
71985505,GMDR,Y
71985504,FLSZ,Y
71984709,LROI,Y
71976196,LROI,Y
71970471,VXRJ,Y
71975982,FLSZ,Y
71975884,FLSZ,Y
71970301,TGIT,Y
71970886,ZXCD,Y
71972988,OFCN,Y
71983586,VOMK,Y
71973267,TJIS,Y
71978250,CHRE,Y
71975885,NBNP,Y
71967648,NEPH,Y
71985868,FLSZ,Y
71974204,XKNP,Y
71979935,FLSZ,Y
71975210,VQVH,Y
71985318,UAFL,Y
71984458,LROI,Y
71984460,LROI,Y
71975715,QNRK,Y
71976006,FLSZ,Y
71976589,WREC,Y
71983436,ZPEC,Y
71982061,UAFL,Y
71985358,TJIS,Y
71979800,RLOS,Y
71979799,RLOS,Y
71965113,LROI,Y
71978868,QXWP,Y
71979417,UVJX,Y
71971109,ITLI,Y
71974490,ITLI,Y
71974755,LPUO,Y
71967603,HJIK,Y
71975500,VOMK,Y
71966602,GMDR,Y
71978490,HJIK,Y
71980839,BUXU,Y
71971291,TJIS,Y
71978538,TJIS,Y
71978660,TJIS,Y
71971158,LROI,Y
71977681,LLZY,Y
71978672,YFVO,Y
71979548,LLZY,Y
71975273,LROI,Y
71975162,NBNP,Y
71979496,LROI,Y
71966971,UAFL,Y
71975629,BPNK,Y
71982205,AENM,Y
71971459,ZRUH,Y
71976465,QXWP,Y
71970653,VOMK,Y
71975789,UVJX,Y
71978865,TJIS,Y
71980268,HJIK,Y
71974543,SSAL,Y
71975613,BUXU,Y
71983205,DNNR,Y
71976148,SSAL,Y
71982381,LPUO,Y
71967983,TJIS,Y
71981625,VXJD,Y
71967355,GMDR,Y
71966816,BHHL,Y
71971283,TJIS,Y
71977973,HJIK,Y
71973816,SSAL,Y
71982236,LROI,Y
71973235,LROI,Y
71984139,HJIK,Y
71970034,BUXU,Y
71971496,UVJX,Y
71984531,GMDR,Y
71979546,FLSZ,Y
71981623,LROI,Y
71966581,HJIK,Y
71974962,LROI,Y
71982300,UAFL,Y
71973675,TJIS,Y
71982228,LROI,Y
71978439,QNRK,Y
71984694,BPNK,Y
71974894,TJIS,Y
71972254,UVJX,Y
71968225,LROI,Y
71971842,LLZY,Y
71976037,ODSX,Y
71978927,EPUG,Y
71982054,UAFL,Y
71964162,ZPEC,Y
71973442,UAFL,Y
71976145,FLSZ,Y
71978455,CJPF,Y
71973769,NBNP,Y
71983026,CJPF,Y
71974535,GMDR,Y
71983348,ODSX,Y
71965902,UVJX,Y
71974255,UAFL,Y
71974058,HJIK,Y
71966267,HJIK,Y
71983509,UAFL,Y
71948299,NUXY,Y
71971202,UVJX,Y
71978333,QXWP,Y
71981887,UVJX,Y
71972217,NBNP,Y
71980456,VXJD,Y
71985344,OPVP,Y
71963380,UVJX,Y
71971875,TJIS,Y
71965980,UAFL,Y
71984817,LROI,Y
71973883,TJIS,Y
71973576,TJIS,Y
71978957,LROI,Y
71980070,TGIT,Y
71970443,YQCC,Y
71969626,LROI,Y
71971692,VOMK,Y
71982064,UAFL,Y
71973487,TJIS,Y
71978414,TJIS,Y
71974574,WREC,Y
71972840,URXX,Y
71980121,TJIS,Y
71971371,LLZY,Y
71968245,ZPEC,Y
71973944,UAFL,Y
71981061,NEPH,Y
71975980,LPUO,Y
71972112,PVKT,Y
71977078,EZXA,Y
71973227,EZXA,Y
71982715,QXWP,Y
71970281,QXWP,Y
71983368,HJIK,Y
71967793,GMDR,Y
71966938,NUXY,Y
71981094,TJIS,Y
71984364,LROI,Y
71973948,UAFL,Y
71974801,LPUO,Y
71967960,OPVP,Y
71978922,GSQV,Y
71970100,RTQT,Y
71975212,URXX,Y
71981043,TJIS,Y
71979621,HUJA,Y
71967657,FLSZ,Y
71966250,EOLP,Y
71976861,FLSZ,Y
71973098,FLSZ,Y
71980080,TJIS,Y
71975742,LLZY,Y
71984544,LROI,Y
71982119,GMDR,Y
71981694,VXJD,Y
71979060,FLSZ,Y
71967579,LROI,Y
71967300,TJIS,Y
71967768,LROI,Y
71981907,NBNP,Y
71974277,TJIS,Y
71984365,LROI,Y
71974229,BUXU,Y
71977689,TJIS,Y
71980033,ITLI,Y
71980206,OBEX,Y
71974341,LROI,Y
71970007,NBNP,Y
71981922,FLSZ,Y
71981949,LROI,Y
71984078,TJIS,Y
71978056,UAFL,Y
71975903,WMGI,Y
71971293,NBNP,Y
71983910,LROI,Y
71977104,HJIK,Y
71971386,TJIS,Y
71981275,FLSZ,Y
71976156,BPNK,Y
71974556,ITLI,Y
71980378,LROI,Y
71978838,NUXY,Y
71975474,FCFB,Y
71980758,LPUO,Y
71977076,YXXG,Y
71968535,LPUO,Y
71976025,QXWP,Y
71979788,WREC,Y
71978433,ULQZ,Y
71983400,EZXA,Y
71973433,UAFL,Y
71973989,HJIK,Y
71980377,LROI,Y
71982871,BHHL,Y
71970329,UAFL,Y
71966649,UAFL,Y
71973780,FLSZ,Y
71982326,UAFL,Y
71974779,FUYI,Y
71978040,QXWP,Y
71982587,QHLK,Y
71972318,LROI,Y
71974865,VXJD,Y
71971653,VOMK,Y
71982950,EZXA,Y
71975786,ITLI,Y
71982795,LROI,Y
71979721,TJIS,Y
71981757,EZXA,Y
71970322,UAFL,Y
71976320,TJIS,Y
71983983,LROI,Y
71969622,LROI,Y
71975981,GMDR,Y
71977698,UAFL,Y
71971637,NEPH,Y
71983184,UAFL,Y
71978833,BHHL,Y
71974524,NEPH,Y
71977230,FLSZ,Y
71967331,OBEX,Y
71968778,XKNP,Y
71981562,BPNK,Y
71976971,NBNP,Y
71976704,UAFL,Y
71970990,GMDR,Y
71982100,FLSZ,Y
71978470,TJIS,Y
71980616,UQIN,Y
71974107,FLSZ,Y
71976105,RLOS,Y
71975462,FCFB,Y
71973634,UAFL,Y
71982080,RTQT,Y
71966152,TJIS,Y
71978297,TJIS,Y
71979356,NUXY,Y
71968199,URXX,Y
71985948,GMDR,Y
71967722,LROI,Y
71976771,GMDR,Y
71965500,TGIT,Y
71983282,WREC,Y
71982962,BHHL,Y
71983118,ZPEC,Y
71983344,QNRK,Y
71966282,ZPEC,Y
71967597,TJIS,Y
71975887,NBNP,Y
71971914,DNNR,Y
71978972,LROI,Y
71969845,TJIS,Y
71979748,UAFL,Y
71977320,RNZD,Y
71982912,GMDR,Y
71970173,GMDR,Y
71972337,VOMK,Y
71969966,TJIS,Y
71980428,FCFB,Y
71975554,BHHL,Y
71976497,LROI,Y
71972780,ODSX,Y
71984298,ODSX,Y
71976032,QXWP,Y
71976444,LROI,Y
71971736,LROI,Y
71984864,FWUK,Y
71966489,CHRE,Y
71984783,EZXA,Y
71967781,VOMK,Y
71968271,GSQV,Y
71968181,VOMK,Y
71981730,TJIS,Y
71965307,YFVO,Y
71977969,HJIK,Y
71965910,QXWP,Y
71980141,ODSX,Y
71968200,GMDR,Y
71971631,BHHL,Y
71977861,UAFL,Y
71984646,LROI,Y
71983332,LROI,Y
71971153,FLSZ,Y
71980320,TJIS,Y
71977087,LROI,Y
71981092,LROI,Y
71972637,TJIS,Y
71970651,VOMK,Y
71967216,FLSZ,Y
71973809,UVJX,Y
71968362,TGIT,Y
71972874,ODSX,Y
71965927,FUYI,Y
71977747,BHHL,Y
71984905,MMQA,Y
71984034,JMAI,Y
71968340,LROI,Y
71970706,LLZY,Y
71983042,LROI,Y
71973932,JMAI,Y
71966683,KIPZ,Y
71980110,FLSZ,Y
71983234,GXAJ,Y
71966113,BHHL,Y
71975444,ODSX,Y
71972132,FCFB,Y
71980426,FCFB,Y
71971341,NBNP,Y
71984339,NUXY,Y
71966058,RTQT,Y
71977694,UAFL,Y
71976506,YQCC,Y
71984476,RNZD,Y
71967608,HJIK,Y
71982098,UAFL,Y
71975136,ZRUH,Y
71973737,UVJX,Y
71970474,QNRK,Y
71978407,QNRK,Y
71980691,CHRE,Y
71972059,GXAJ,Y
71979962,FLSZ,Y
71977184,TJIS,Y
71969996,UAFL,Y
71981792,UAFL,Y
71973567,TJIS,Y
71972594,DNNR,Y
71975506,VOMK,Y
71984504,LROI,Y
71966725,LROI,Y
71976564,GMDR,Y
71976399,HJIK,Y
71967882,UVJX,Y
71968097,UVJX,Y
71983430,TJIS,Y
71981071,SFTR,Y
71970013,GMDR,Y
71982204,ZPEC,Y
71983490,HJIK,Y
71972333,KIPZ,Y
71983186,AENM,Y
71978101,FIKA,Y
71981455,EZXA,Y
71986167,UVJX,Y
71980854,ITLI,Y
71975619,BUXU,Y
71968531,GMDR,Y
71975787,TGIT,Y
71979627,TGIT,Y
71973081,TJIS,Y
71975372,AENM,Y
71970544,GMDR,Y
71975490,MMQA,Y
71979647,LROI,Y
71980460,NEPH,Y
71977821,NBNP,Y
71966283,ULQZ,Y
71977215,OBEX,Y
71972135,YFVO,Y
71982301,UAFL,Y
71981988,FLSZ,Y
71984166,YQCC,Y
71976966,LRQU,Y
71984443,FLSZ,Y
71970282,OBEX,Y
71974128,GMDR,Y
71973704,LLZY,Y
71948338,NUXY,Y
71970984,LROI,Y
71968480,GSQV,Y
71984156,CHRE,Y
71972161,GMDR,Y
71971444,HJIK,Y
71982948,FIKA,Y
71977219,TJIS,Y
71981105,NBNP,Y
71966635,GSQV,Y
71981276,GSQV,Y
71982621,TJIS,Y
71983899,GSQV,Y
71975765,FLSZ,Y
71978296,MMQA,Y
71967013,GMDR,Y
71975784,GMDR,Y
71972203,OBEX,Y
71984248,HJIK,Y
71972172,FLSZ,Y
71984340,QHLK,Y
71980627,QHLK,Y
71979188,AENM,Y
71978792,KTSU,Y
71972062,GXAJ,Y
71970406,FIKA,Y
71983418,HJIK,Y
71981290,LROI,Y
71971017,LPUO,Y
71970469,CHRE,Y
71980339,GMDR,Y
71967680,LROI,Y
71986155,FLSZ,Y
71976436,VXJD,Y
71969986,UAFL,Y
71978063,VXRJ,Y
71986150,FLSZ,Y
71971028,HJIK,Y
71977345,GXAJ,Y
71973421,URXX,Y
71984375,EZXA,Y
71983446,QSJV,Y
71979282,QSJV,Y
71982929,LPUO,Y
71982105,HJIK,Y
71973979,URXX,Y
71968536,LROI,Y
71982706,TJIS,Y
71985636,FLSZ,Y
71979266,NBNP,Y
71975044,HJIK,Y
71983381,HJIK,Y
71968693,PVKT,Y
71973629,RTQT,Y
71979262,HJIK,Y
71975177,BUXU,Y
71972130,PVKT,Y
71978824,BHHL,Y
71980326,HJIK,Y
71972628,OPVP,Y
71982084,RTQT,Y
71986165,FLSZ,Y
71971181,FLSZ,Y
71968376,BHHL,Y
71980086,GMDR,Y
71973572,TJIS,Y
71986024,TJIS,Y
71979512,LROI,Y
71977365,FLSZ,Y
71970405,HJIK,Y
71982635,AENM,Y
71984099,HJIK,Y
71968195,TJIS,Y
71984916,NBNP,Y
71982053,UAFL,Y
71976249,TJIS,Y
71972165,FLSZ,Y
71972436,YQCC,Y
71974769,QXWP,Y
71984782,RTQT,Y
71972298,GXAJ,Y
71973801,FLSZ,Y
71978595,VXJD,Y
71971507,FLSZ,Y
71975289,TJIS,Y
71970304,OBEX,Y
71986164,FLSZ,Y
71977000,LROI,Y
71982128,FLSZ,Y
71976009,FLSZ,Y
71975211,FLSZ,Y
71970103,RTQT,Y
71972811,CHRE,Y
71977138,LROI,Y
71971125,FLSZ,Y
71980528,UQIN,Y
71970429,VXJD,Y
71985826,NEPH,Y
71979586,AENM,Y
71967797,OPVP,Y
71978632,NBNP,Y
71967363,QXWP,Y
